postcode_heuristic, commute_time
648.2557374959385, 0.07
3821.0079206150017, 2.87
0.0, 0.0
662.3363851054534, 0.39
47.859520808794755, 0.03
419.9775429686966, 0.1
210.59740639981612, 0.07
1710.8710158742265, 0.3
0.0, 0.0
145.96910078260996, 0.15
398.01545829906735, 0.29
1405.8152506007427, 0.25
554.3843727450559, 0.18
0.0, 0.0
0.0, 0.0
823.7516153502075, 0.18
727.0680179256893, 0.73
